rep_id,first_name,last_name,rep_name,site,queue_name,department,job_role,can_transfer_departments,tenure_months,months_on_job,tenure_band,primary_skill_tag,secondary_skill_tag,primary_skill_label,secondary_skill_label,strengths,weaknesses,strain_tier,pressure_index_baseline,experiment_condition,qa_score,fcr_30d,repeat_contact_rate,aht_secs,csat_proxy,transfer_rate,escalation_rate,productivity_index,burnout_index,resilience_index,volatility_index,compliance_risk,gaming_propensity,misinformation_risk,policy_accuracy,discovery_skill,conflict_tolerance,technical_skill,credit_discipline,ownership_bias,emotional_regulation,aht_pressure_bias,strain_score,weakness_tags,strength_tags
REP00047,Mia,Harris,Mia Harris,NovaWireless,General Support,Call Center,Customer Service Representative,False,3,3,new,billing_resolution,fraud_unwanted_calls,billing_support,fraud_unwanted_calls,billing_resolution|fraud_unwanted_calls|generalist,misinformation_risk,low,0.1359,goodhart_baseline,0.6187,0.6909,0.2338,534.41,0.6526,0.0403,0.027,0.6494,0.3276,1.0,0.2995,0.2539,0.2435,0.3674,0.5105358217941001,0.6028151774785802,0.9157581764122894,0.5032690137368625,0.7526647286821705,0.6972426470588234,0.7168779186124082,0.47654561961485975,0.2228359579028323,none,deescalation_strong
REP00048,Paul,Cook,Paul Cook,NovaWireless,General Support,Call Center,Customer Service Representative,False,66,66,senior,fraud_unwanted_calls,device_support,fraud_unwanted_calls,device_support,fraud_unwanted_calls|device_support|generalist,none_flagged,medium,0.1359,goodhart_baseline,0.5391,0.671,0.2362,538.86,0.6341,0.1299,0.0741,0.5697,0.4657,0.879,0.3663,0.285,0.3457,0.1341,0.27092113184828426,0.5954712362301102,0.6823587710604558,0.35602852842758853,0.6773255813953489,0.498385157877865,0.6277518345563708,0.3928211588354657,0.47544318456013424,policy_confusion,balanced
REP00049,Leo,Roberts,Leo Roberts,NovaWireless,General Support,Call Center,Customer Service Representative,False,1,1,new,general_support,network_service,general_support,tech_support,general_support|network_service|generalist,misinformation_risk,low,0.1359,goodhart_baseline,0.6264,0.6304,0.2959,477.41,0.8011,0.0588,0.01,0.6626,0.3225,0.9346,0.4133,0.3475,0.3569,0.2933,0.5337146297411197,0.41279069767441867,1.0,0.4314561568887566,0.525920542635659,0.881119770796602,0.5650433622414943,0.5783579222774796,0.3171582379387789,none,accountability_driven|deescalation_strong
REP00050,Kaitlyn,Cooper,Kaitlyn Cooper,NovaWireless,General Support,Call Center,Customer Service Representative,False,35,35,senior,network_service,fraud_unwanted_calls,tech_support,fraud_unwanted_calls,network_service|fraud_unwanted_calls|generalist,none_flagged,low,0.1359,goodhart_baseline,0.7004,0.7223,0.2345,530.31,0.7537,0.0488,0.0524,0.7491,0.3193,1.0,0.3911,0.2578,0.2503,0.0809,0.7564720048163758,0.6006731946144431,0.7898909811694748,0.6695235678893018,0.7432170542635659,0.8830882352941176,0.5946631087391594,0.5723107608787188,0.2518699710785509,none,policy_expert|accountability_driven|deescalation_strong
REP00051,Carmen,Smith,Carmen Smith,NovaWireless,General Support,Call Center,Customer Service Representative,False,40,40,senior,billing_resolution,network_service,billing_support,tech_support,billing_resolution|network_service|generalist,none_flagged,medium,0.1359,goodhart_baseline,0.5788,0.7344,0.2846,540.43,0.6037,0.0771,0.0648,0.6227,0.4433,0.7948,0.5526,0.3203,0.318,0.1427,0.3904274533413606,0.4473684210526315,0.7284440039643212,0.5031817443161173,0.591812015503876,0.32778890847892284,0.3791861240827218,0.3793402110853859,0.5982482684428962,none,balanced
REP00052,Evelyn,Williams,Evelyn Williams,NovaWireless,General Support,Call Center,Customer Service Representative,False,32,32,senior,billing_resolution,fraud_unwanted_calls,billing_support,fraud_unwanted_calls,billing_resolution|fraud_unwanted_calls|generalist,none_flagged,medium,0.1359,goodhart_baseline,0.5896,0.7882,0.1413,547.8,0.5941,0.0591,0.093,0.6079,0.3864,1.0,0.455,0.3037,0.2441,0.0634,0.4229379891631548,0.8858629130966952,0.5887016848364717,0.5936029896187982,0.6320251937984496,0.5897058823529411,0.5094062708472313,0.28453267162944584,0.3391339909591149,none,thorough_probe
REP00053,Amir,Carter,Amir Carter,NovaWireless,General Support,Call Center,Customer Service Representative,False,169,169,senior,fraud_unwanted_calls,device_support,fraud_unwanted_calls,device_support,fraud_unwanted_calls|device_support|generalist,none_flagged,high,0.1359,goodhart_baseline,0.6489,0.7175,0.2343,539.84,0.6836,0.01,0.1305,0.7143,0.4402,0.6397,0.4665,0.4209,0.4185,0.0836,0.601444912703191,0.6012851897184822,0.40287413280475703,0.585392982957606,0.3481104651162791,0.26335600657156594,0.4940627084723148,0.5303922349002657,0.6877201147117101,credit_leak_risk,balanced
REP00054,Naomi,Robinson,Naomi Robinson,NovaWireless,General Support,Call Center,Customer Service Representative,False,31,31,senior,billing_resolution,porting_transfer,billing_support,porting_support,billing_resolution|porting_transfer|generalist,none_flagged,high,0.1359,goodhart_baseline,0.6356,0.7444,0.2378,565.24,0.6666,0.0591,0.1076,0.6173,0.551,0.7134,0.6084,0.3047,0.3513,0.1255,0.5614087898856113,0.5905752753977968,0.5163528245787907,0.6024579102447079,0.6296027131782944,0.332514725917615,0.3047364909939959,0.35802333267578246,0.786134389349645,reactive_under_stress,balanced
REP00055,Grace,Howard,Grace Howard,NovaWireless,General Support,Call Center,Customer Service Representative,False,26,26,senior,network_service,fraud_unwanted_calls,tech_support,fraud_unwanted_calls,network_service|fraud_unwanted_calls|generalist,none_flagged,medium,0.1359,goodhart_baseline,0.7029,0.7418,0.1793,503.84,0.7001,0.1234,0.0701,0.7423,0.3281,0.905,0.5055,0.2704,0.2722,0.0451,0.7639975918121613,0.7695838433292534,0.7021803766105055,0.7001680818173021,0.7126937984496124,0.6551310306138803,0.44202801867911945,0.5359450795002151,0.3834072680770929,none,thorough_probe|policy_expert
REP00056,Isaiah,Brown,Isaiah Brown,NovaWireless,General Support,Call Center,Customer Service Representative,False,39,39,senior,general_support,billing_resolution,general_support,billing_support,general_support|billing_resolution|generalist,none_flagged,high,0.1359,goodhart_baseline,0.597,0.623,0.2831,537.93,0.7345,0.0303,0.1715,0.6655,0.4588,0.7329,0.6571,0.4424,0.4263,0.0816,0.44521372667068027,0.45195838433292523,0.19970267591674917,0.37700443708775255,0.2960271317829457,0.4838976598813913,0.2397598398932621,0.592603820947727,0.7049252065342166,escalation_prone|credit_leak_risk|reactive_under_stress,balanced
REP00057,Eric,Lewis,Eric Lewis,NovaWireless,General Support,Call Center,Customer Service Representative,False,36,36,senior,billing_resolution,fraud_unwanted_calls,billing_support,fraud_unwanted_calls,billing_resolution|fraud_unwanted_calls|generalist,none_flagged,medium,0.1359,goodhart_baseline,0.6216,0.8379,0.244,544.27,0.6768,0.0683,0.1145,0.6981,0.4042,0.8986,0.4249,0.2697,0.2768,0.084,0.5192655027092115,0.5716034271725826,0.48216055500495525,0.7102806697444595,0.7143895348837209,0.6035808022118928,0.5495663775850567,0.3418207008570082,0.4263382965569184,none,balanced
REP00058,Alex,Scott,Alex Scott,NovaWireless,General Support,Call Center,Customer Service Representative,False,162,162,senior,fraud_unwanted_calls,device_support,fraud_unwanted_calls,device_support,fraud_unwanted_calls|device_support|generalist,none_flagged,medium,0.1359,goodhart_baseline,0.6748,0.6553,0.2793,555.38,0.6094,0.061,0.1204,0.619,0.465,0.982,0.2669,0.3832,0.3898,0.0534,0.6794099939795303,0.46358629130966955,0.45292368681863227,0.5386297281725608,0.43943798449612403,0.5933077215899984,0.7603735823882588,0.4832231070319882,0.350816944701527,none,balanced
REP00059,Jonathan,Price,Jonathan Price,NovaWireless,General Support,Call Center,Customer Service Representative,False,26,26,senior,fraud_unwanted_calls,porting_transfer,fraud_unwanted_calls,porting_support,fraud_unwanted_calls|porting_transfer|generalist,none_flagged,medium,0.1359,goodhart_baseline,0.6463,0.7476,0.251,524.54,0.707,0.1101,0.1133,0.7137,0.4006,0.8935,0.5709,0.3341,0.3458,0.1178,0.5936183022275737,0.5501835985312118,0.48810703666997024,0.6229740256657582,0.5583817829457364,0.6521472792114119,0.35476984656437627,0.4880610668706228,0.48563660918914553,none,balanced
REP00060,Nora,Torres,Nora Torres,NovaWireless,General Support,Call Center,Customer Service Representative,False,5,5,new,network_service,billing_resolution,tech_support,billing_support,network_service|billing_resolution|generalist,misinformation_risk,medium,0.1359,goodhart_baseline,0.6094,0.7136,0.215,561.13,0.5955,0.074,0.1204,0.602,0.5484,0.9076,0.659,0.3693,0.3567,0.4295,0.48254063816977744,0.660342717258262,0.45292368681863227,0.5205645016048777,0.47311046511627897,0.46639385318159965,0.2372248165443629,0.3791437533238046,0.6452510425653184,reactive_under_stress,balanced
REP00061,Mia,Richardson,Mia Richardson,NovaWireless,General Support,Call Center,Customer Service Representative,False,37,37,senior,network_service,fraud_unwanted_calls,tech_support,fraud_unwanted_calls,network_service|fraud_unwanted_calls|generalist,none_flagged,low,0.1359,goodhart_baseline,0.6529,0.7645,0.2528,498.04,0.6637,0.0481,0.1065,0.7992,0.3368,1.0,0.3521,0.3091,0.3123,0.0961,0.613485851896448,0.5446756425948591,0.5218037661050545,0.6562052915396217,0.6189437984496124,0.7176470588235293,0.6466977985323548,0.5840104377558826,0.2523478197140237,none,balanced
REP00062,Logan,Moore,Logan Moore,NovaWireless,General Support,Call Center,Customer Service Representative,False,31,31,senior,fraud_unwanted_calls,network_service,fraud_unwanted_calls,tech_support,fraud_unwanted_calls|network_service|generalist,none_flagged,low,0.1359,goodhart_baseline,0.4749,0.7764,0.2548,557.64,0.5745,0.0956,0.1217,0.6347,0.3592,0.8522,0.0873,0.275,0.2258,0.0886,0.0776640577965081,0.5385556915544675,0.4464816650148661,0.4046991367008457,0.7015503875968991,0.3523140727680717,1.0,0.3381775226018715,0.2877675650998205,policy_confusion,balanced
REP00063,Sophia,White,Sophia White,NovaWireless,General Support,Call Center,Customer Service Representative,False,37,37,senior,billing_resolution,network_service,billing_support,tech_support,billing_resolution|network_service|generalist,none_flagged,low,0.1359,goodhart_baseline,0.6361,0.7455,0.281,522.98,0.691,0.0288,0.1396,0.6706,0.2988,0.9723,0.5561,0.3346,0.3653,0.0523,0.5629139072847682,0.45838433292533654,0.3577799801783944,0.6047268736864977,0.5571705426356588,0.7300924627344125,0.3745163442294862,0.43084444536732286,0.32171080995940754,none,balanced
REP00064,Mila,Gonzalez,Mila Gonzalez,NovaWireless,General Support,Call Center,Customer Service Representative,False,30,30,senior,network_service,general_support,tech_support,general_support,network_service|general_support|generalist,none_flagged,low,0.1359,goodhart_baseline,0.6496,0.7967,0.1505,558.64,0.6612,0.1031,0.0575,0.6412,0.3439,0.953,0.4062,0.3073,0.2772,0.074,0.6035520770620108,0.8577111383108935,0.7646184340931615,0.6956277065762217,0.6233042635658914,0.6490187730405513,0.5745163442294863,0.3192585132658018,0.31894910965185824,none,thorough_probe|deescalation_strong
REP00065,Jada,Thompson,Jada Thompson,NovaWireless,General Support,Call Center,Customer Service Representative,False,30,30,senior,device_support,billing_resolution,device_support,billing_support,device_support|billing_resolution|generalist,none_flagged,low,0.1359,goodhart_baseline,0.7637,0.6688,0.295,540.06,0.7351,0.0601,0.01,0.6641,0.3413,1.0,0.4459,0.2394,0.2213,0.1113,0.947019867549669,0.4155446756425949,1.0,0.6910450867938585,0.7877906976744186,0.8488970588235294,0.5215476984656437,0.5275136614858575,0.2940298297386337,none,policy_expert|accountability_driven|deescalation_strong
REP00066,Elliot,Lopez,Elliot Lopez,NovaWireless,General Support,Call Center,Customer Service Representative,False,32,32,senior,billing_resolution,device_support,billing_support,device_support,billing_resolution|device_support|generalist,none_flagged,high,0.1359,goodhart_baseline,0.7326,0.744,0.2119,581.84,0.6548,0.0585,0.0542,0.6944,0.5368,0.7478,0.4592,0.2984,0.2773,0.1226,0.8534015653220952,0.6698286413708691,0.7809712586719524,0.7479028780566914,0.6448643410852712,0.35769003446065084,0.5038025350233488,0.46610613333517914,0.6852402148959376,none,policy_expert|deescalation_strong
REP00067,Jace,Chang,Jace Chang,NovaWireless,General Support,Call Center,Customer Service Representative,False,49,49,senior,general_support,billing_resolution,general_support,billing_support,general_support|billing_resolution|generalist,none_flagged,medium,0.1359,goodhart_baseline,0.6693,0.7264,0.1675,541.28,0.6167,0.0671,0.116,0.6378,0.4188,0.9601,0.5794,0.3668,0.3484,0.0354,0.6628537025888019,0.8056915544675642,0.4747274529236867,0.6283664708146657,0.47916666666666663,0.5768903269754768,0.34342895263509,0.41142858131655546,0.45132924627056703,reactive_under_stress,thorough_probe
REP00068,Anna,Castillo,Anna Castillo,NovaWireless,General Support,Call Center,Customer Service Representative,False,33,33,senior,device_support,network_service,device_support,tech_support,device_support|network_service|generalist,none_flagged,low,0.1359,goodhart_baseline,0.6953,0.804,0.1932,482.75,0.6524,0.0199,0.0437,0.7948,0.3505,1.0,0.356,0.1539,0.1622,0.0853,0.741119807344973,0.7270501835985312,0.8330029732408325,0.7744749850069227,0.9949127906976744,0.6968749999999999,0.6414943295530353,0.523421041399176,0.26650366619959154,none,deescalation_strong
REP00069,Laura,Jones,Laura Jones,NovaWireless,General Support,Call Center,Customer Service Representative,False,31,31,senior,fraud_unwanted_calls,network_service,fraud_unwanted_calls,tech_support,fraud_unwanted_calls|network_service|generalist,none_flagged,medium,0.1359,goodhart_baseline,0.6199,0.8145,0.2002,550.74,0.6435,0.0714,0.0245,0.6176,0.3869,0.973,0.6128,0.205,0.1896,0.1683,0.5141481035520771,0.7056303549571603,0.9281466798810704,0.6754639056497633,0.8711240310077519,0.6437299647379386,0.29886591060707135,0.26180540414580106,0.42482660816276663,reactive_under_stress,deescalation_strong
REP00070,Mateo,Diaz,Mateo Diaz,NovaWireless,General Support,Call Center,Customer Service Representative,False,60,60,senior,fraud_unwanted_calls,billing_resolution,fraud_unwanted_calls,billing_support,fraud_unwanted_calls|billing_resolution|generalist,none_flagged,low,0.1359,goodhart_baseline,0.7139,0.6422,0.2951,498.4,0.6295,0.0378,0.1053,0.6139,0.3394,1.0,0.2939,0.2078,0.1555,0.0182,0.7971101745936182,0.41523867809057535,0.5277502477700693,0.5794208165496351,0.8643410852713178,0.6547794117647058,0.724349566377585,0.4941691382506608,0.23144254447422158,none,policy_expert
REP00071,Christina,Jackson,Christina Jackson,NovaWireless,General Support,Call Center,Customer Service Representative,False,30,30,senior,device_support,fraud_unwanted_calls,device_support,fraud_unwanted_calls,device_support|fraud_unwanted_calls|generalist,none_flagged,medium,0.1359,goodhart_baseline,0.5798,0.6632,0.2605,565.8,0.6231,0.1501,0.1238,0.5754,0.4666,0.8988,0.3697,0.2878,0.2253,0.0881,0.39343768813967483,0.5211138310893513,0.4360753221010901,0.40653411840124076,0.6705426356589147,0.505140046481808,0.6232154769846565,0.4115236378024879,0.46144620172902556,none,balanced
REP00072,Daniel,Martin,Daniel Martin,NovaWireless,General Support,Call Center,Customer Service Representative,False,133,133,senior,billing_resolution,general_support,billing_support,general_support,billing_resolution|general_support|generalist,none_flagged,medium,0.1359,goodhart_baseline,0.7191,0.7301,0.255,517.82,0.7788,0.0805,0.0711,0.6881,0.3965,0.917,0.5449,0.2505,0.2423,0.1318,0.8127633955448524,0.5379436964504284,0.6972249752229931,0.708421951425583,0.7609011627906976,0.8161489221029012,0.38945963975983977,0.47648136419900505,0.4522506135175687,none,policy_expert|accountability_driven
REP00073,Jennifer,Bennett,Jennifer Bennett,NovaWireless,General Support,Call Center,Customer Service Representative,False,3,3,new,porting_transfer,device_support,porting_support,device_support,porting_transfer|device_support|generalist,misinformation_risk,high,0.1359,goodhart_baseline,0.5569,0.648,0.3459,536.46,0.698,0.01,0.1523,0.6425,0.5392,0.7787,0.58,0.3847,0.3541,0.339,0.324503311258278,0.2597919216646267,0.29484638255698714,0.351112973522715,0.4358042635658915,0.47919989180958467,0.34262841894596396,0.5260619735987532,0.7105399834691069,discovery_gap|policy_confusion|escalation_prone,balanced
REP00074,Dakota,Nguyen,Dakota Nguyen,NovaWireless,General Support,Call Center,Customer Service Representative,False,20,20,senior,billing_resolution,general_support,billing_support,general_support,billing_resolution|general_support|generalist,none_flagged,low,0.1359,goodhart_baseline,0.7813,0.7166,0.2657,540.42,0.7469,0.0498,0.1182,0.724,0.305,0.9049,0.3373,0.2325,0.2788,0.1062,1.0,0.505201958384333,0.4638255698711595,0.7834298318169286,0.8045058139534883,0.74102420259657,0.6664442961974649,0.5451615210422067,0.2949276313338696,none,policy_expert
REP00075,Taylor,Campbell,Taylor Campbell,NovaWireless,General Support,Call Center,Customer Service Representative,False,27,27,senior,network_service,billing_resolution,tech_support,billing_support,network_service|billing_resolution|generalist,none_flagged,medium,0.1359,goodhart_baseline,0.6615,0.7506,0.232,510.74,0.6889,0.12,0.1279,0.6776,0.485,0.7934,0.4134,0.4054,0.3709,0.1009,0.6393738711619505,0.6083231334149327,0.4157581764122893,0.6499874594298862,0.3856589147286822,0.4824991985895174,0.5649099399599733,0.4335767425388157,0.5820115525579203,none,balanced
REP00076,Daniel,Campbell,Daniel Campbell,NovaWireless,General Support,Call Center,Customer Service Representative,False,2,2,new,general_support,billing_resolution,general_support,billing_support,general_support|billing_resolution|generalist,misinformation_risk,medium,0.1359,goodhart_baseline,0.6407,0.6796,0.2815,570.41,0.6335,0.0756,0.1581,0.6491,0.4025,0.8108,0.4794,0.2363,0.1926,0.3205,0.576760987357014,0.4568543451652388,0.26610505450941524,0.5208039841665135,0.7953003875968991,0.4043666853662444,0.476851234156104,0.4917048219248247,0.5183610976389692,escalation_prone,balanced
REP00077,Naomi,Lopez,Naomi Lopez,NovaWireless,General Support,Call Center,Customer Service Representative,False,37,37,senior,fraud_unwanted_calls,device_support,fraud_unwanted_calls,device_support,fraud_unwanted_calls|device_support|generalist,none_flagged,medium,0.1359,goodhart_baseline,0.7668,0.667,0.2678,523.18,0.6075,0.01,0.0735,0.699,0.4765,0.9161,0.5092,0.2498,0.2691,0.0975,0.9563515954244433,0.4987760097919217,0.6853320118929633,0.6932295611530819,0.7625968992248062,0.5000330581824011,0.4370913942628418,0.5786700859315246,0.5122430931823856,none,policy_expert
REP00078,Amy,Gray,Amy Gray,NovaWireless,General Support,Call Center,Customer Service Representative,False,26,26,senior,billing_resolution,network_service,billing_support,tech_support,billing_resolution|network_service|generalist,none_flagged,medium,0.1359,goodhart_baseline,0.638,0.8321,0.2163,527.69,0.7272,0.0802,0.1057,0.7198,0.3414,0.9556,0.5031,0.249,0.2861,0.0702,0.5686333534015654,0.6563647490820074,0.5257680872150643,0.7269690064498866,0.7645348837209303,0.773884536784741,0.44523015343562367,0.3800812825242574,0.35331130406578604,none,accountability_driven
REP00079,Elena,Williams,Elena Williams,NovaWireless,General Support,Call Center,Customer Service Representative,False,33,33,senior,billing_resolution,network_service,billing_support,tech_support,billing_resolution|network_service|generalist,none_flagged,medium,0.1359,goodhart_baseline,0.5817,0.802,0.1771,529.06,0.7369,0.0546,0.1041,0.621,0.4248,0.9877,0.4962,0.3419,0.3681,0.1338,0.399157134256472,0.7763157894736842,0.5336967294350842,0.6007365489313791,0.5394864341085271,0.8354483891649302,0.4544362908605737,0.28377925669058074,0.4009817102404767,none,thorough_probe|accountability_driven
REP00080,George,Campbell,George Campbell,NovaWireless,General Support,Call Center,Customer Service Representative,False,138,138,senior,fraud_unwanted_calls,billing_resolution,fraud_unwanted_calls,billing_support,fraud_unwanted_calls|billing_resolution|generalist,none_flagged,low,0.1359,goodhart_baseline,0.6753,0.8197,0.1923,509.25,0.7334,0.0164,0.01,0.7653,0.284,0.9173,0.2699,0.2756,0.279,0.106,0.6809151113786875,0.7298041615667075,1.0,0.7660158683444306,0.7000968992248062,0.733101759096009,0.7563709139426285,0.46063415596416,0.23850749954018657,none,deescalation_strong
REP00081,Madison,Lewis,Madison Lewis,NovaWireless,General Support,Call Center,Customer Service Representative,False,32,32,senior,network_service,fraud_unwanted_calls,tech_support,fraud_unwanted_calls,network_service|fraud_unwanted_calls|generalist,none_flagged,medium,0.1359,goodhart_baseline,0.5761,0.6946,0.3142,527.77,0.6803,0.0659,0.0985,0.6524,0.4321,1.0,0.5665,0.2225,0.1702,0.1506,0.38229981938591195,0.3567931456548349,0.5614469772051536,0.44425164666566064,0.8287306201550387,0.7481617647058824,0.36064042695130083,0.4756290859003776,0.4257770743967977,none,balanced
REP00082,Casey,Smith,Casey Smith,NovaWireless,General Support,Call Center,Customer Service Representative,False,46,46,senior,billing_resolution,device_support,billing_support,device_support,billing_resolution|device_support|generalist,none_flagged,medium,0.1359,goodhart_baseline,0.7121,0.7571,0.2393,582.11,0.7823,0.1017,0.0695,0.6948,0.4341,0.9176,0.5977,0.2097,0.2418,0.059,0.7916917519566525,0.5859853121175029,0.7051536174430129,0.7351069733039397,0.8597383720930232,0.8234001843244109,0.31901267511674447,0.4486050114609974,0.5074610059558682,reactive_under_stress,policy_expert|accountability_driven
REP00083,Sofia,Miller,Sofia Miller,NovaWireless,General Support,Call Center,Customer Service Representative,False,114,114,senior,device_support,billing_resolution,device_support,billing_support,device_support|billing_resolution|generalist,none_flagged,medium,0.1359,goodhart_baseline,0.6195,0.6409,0.2623,524.71,0.6224,0.1059,0.1011,0.6002,0.4406,1.0,0.7656,0.2287,0.1958,0.0,0.5129440096327516,0.5156058751529988,0.5485629335976214,0.43554561937386127,0.8137112403100775,0.6417279411764705,0.09499666444296206,0.476853861035262,0.5132844987135374,reactive_under_stress,balanced
REP00084,Isabella,Murphy,Isabella Murphy,NovaWireless,General Support,Call Center,Customer Service Representative,False,33,33,senior,fraud_unwanted_calls,network_service,fraud_unwanted_calls,tech_support,fraud_unwanted_calls|network_service|generalist,none_flagged,medium,0.1359,goodhart_baseline,0.6509,0.8507,0.1815,532.51,0.7067,0.019,0.0925,0.7285,0.3792,0.9801,0.4969,0.3029,0.3335,0.0736,0.6074653822998195,0.7628518971848226,0.5911793855302279,0.7720260465400393,0.6339631782945736,0.7695794598493347,0.45350233488992653,0.36657414809662087,0.3655530337117038,none,thorough_probe|accountability_driven
REP00085,Oliver,Anderson,Oliver Anderson,NovaWireless,General Support,Call Center,Customer Service Representative,False,40,40,senior,network_service,billing_resolution,tech_support,billing_support,network_service|billing_resolution|generalist,none_flagged,medium,0.1359,goodhart_baseline,0.6561,0.8432,0.1859,573.56,0.692,0.0884,0.0778,0.7591,0.4739,0.8741,0.6051,0.3603,0.2775,0.0519,0.6231186032510536,0.7493880048959608,0.66402378592666,0.7695135337733072,0.49491279069767435,0.5981432320884756,0.30913942628418956,0.4195910956067524,0.5825708535303343,reactive_under_stress,balanced
REP00086,Hannah,Howard,Hannah Howard,NovaWireless,General Support,Call Center,Customer Service Representative,False,37,37,senior,fraud_unwanted_calls,porting_transfer,fraud_unwanted_calls,porting_support,fraud_unwanted_calls|porting_transfer|generalist,none_flagged,medium,0.1359,goodhart_baseline,0.7,0.6847,0.2209,530.97,0.7332,0.0868,0.0774,0.653,0.3527,0.8779,0.3948,0.2217,0.2018,0.1138,0.7552679108970498,0.6422888616891065,0.666005946481665,0.6170880497413288,0.8306686046511628,0.6790556379227439,0.5897264843228819,0.49011354866396045,0.38386580763161754,none,policy_expert
REP00087,Hayden,Jackson,Hayden Jackson,NovaWireless,General Support,Call Center,Customer Service Representative,False,46,46,senior,billing_resolution,general_support,billing_support,general_support,billing_resolution|general_support|generalist,none_flagged,low,0.1359,goodhart_baseline,0.7398,0.8138,0.1258,458.41,0.5973,0.0365,0.1105,0.7446,0.3685,0.9986,0.4397,0.2954,0.3471,0.0,0.8750752558699579,0.9332925336597307,0.5019821605550049,0.8549624969727512,0.6521317829457365,0.5936808783458889,0.5298198799199466,0.43989730669444543,0.31769833527684205,none,thorough_probe|policy_expert
REP00088,Angela,Powell,Angela Powell,NovaWireless,General Support,Call Center,Customer Service Representative,False,38,38,senior,general_support,porting_transfer,general_support,porting_support,general_support|porting_transfer|generalist,compliance_risk|gaming_prone,high,0.1359,goodhart_baseline,0.5559,0.5749,0.3858,564.02,0.5624,0.0679,0.1615,0.5902,0.5472,0.7939,0.4918,0.5646,0.547,0.1498,0.3214930764599637,0.1376988984088129,0.2492566897918731,0.2488358682547957,0.0,0.25064363279371704,0.46030687124749825,0.5538911441732335,0.6701660107780385,discovery_gap|policy_confusion|escalation_prone,balanced
REP00089,Kyle,Chang,Kyle Chang,NovaWireless,General Support,Call Center,Customer Service Representative,False,38,38,senior,fraud_unwanted_calls,general_support,fraud_unwanted_calls,general_support,fraud_unwanted_calls|general_support|generalist,none_flagged,medium,0.1359,goodhart_baseline,0.5685,0.5998,0.2618,525.39,0.6669,0.1045,0.1019,0.6219,0.369,0.7724,0.6204,0.2772,0.3071,0.1492,0.3594220349187237,0.5171358629130968,0.5445986124876114,0.3021262366487746,0.6962209302325582,0.41344766789549614,0.2887258172114744,0.5637772494298341,0.5753908506869275,reactive_under_stress,balanced
REP00090,Alex,Ortiz,Alex Ortiz,NovaWireless,General Support,Call Center,Customer Service Representative,False,26,26,senior,network_service,fraud_unwanted_calls,tech_support,fraud_unwanted_calls,network_service|fraud_unwanted_calls|generalist,none_flagged,medium,0.1359,goodhart_baseline,0.6462,0.7954,0.1825,534.73,0.6841,0.0141,0.1382,0.6392,0.5066,0.9843,0.6958,0.3187,0.3353,0.1804,0.5933172787477423,0.7597919216646267,0.3647175421209118,0.6887181927237471,0.595687984496124,0.7337574130469626,0.1881254169446298,0.3182612276822022,0.5588553671630614,reactive_under_stress,thorough_probe
REP00091,Naomi,Rivera,Naomi Rivera,NovaWireless,General Support,Call Center,Customer Service Representative,False,34,34,senior,network_service,porting_transfer,tech_support,porting_support,network_service|porting_transfer|generalist,none_flagged,high,0.1359,goodhart_baseline,0.6025,0.6191,0.3452,584.88,0.6822,0.0606,0.081,0.5663,0.5666,0.8024,0.6407,0.3364,0.3262,0.1229,0.4617700180614089,0.26193390452876375,0.6481665014866204,0.3799062386970954,0.5528100775193798,0.48244460250040067,0.2616410940627084,0.4596259111983232,0.7406524955149028,discovery_gap|reactive_under_stress,balanced
REP00092,Evelyn,Ward,Evelyn Ward,NovaWireless,General Support,Call Center,Customer Service Representative,False,27,27,senior,fraud_unwanted_calls,device_support,fraud_unwanted_calls,device_support,fraud_unwanted_calls|device_support|generalist,none_flagged,low,0.1359,goodhart_baseline,0.6622,0.7378,0.2486,528.49,0.7528,0.1065,0.0231,0.6981,0.3048,1.0,0.5041,0.3164,0.3113,0.1657,0.6414810355207706,0.5575275397796817,0.9350842418235877,0.6333956046090206,0.6012596899224806,0.8814338235294118,0.44389593062041355,0.47981353239822677,0.2837698556104744,none,accountability_driven|deescalation_strong
REP00093,Jackson,Nelson,Jackson Nelson,NovaWireless,General Support,Call Center,Customer Service Representative,False,128,128,senior,network_service,billing_resolution,tech_support,billing_support,network_service|billing_resolution|generalist,none_flagged,medium,0.1359,goodhart_baseline,0.6354,0.759,0.2678,554.64,0.691,0.0634,0.0798,0.7848,0.3779,0.994,0.4605,0.2495,0.2477,0.0146,0.5608067429259481,0.4987760097919217,0.6541129831516352,0.6222837133433159,0.7633236434108527,0.7596564954319601,0.5020680453635756,0.5715087794585704,0.33842579519256205,none,accountability_driven
REP00094,Hazel,Moore,Hazel Moore,NovaWireless,General Support,Call Center,Customer Service Representative,False,29,29,senior,billing_resolution,network_service,billing_support,tech_support,billing_resolution|network_service|generalist,none_flagged,medium,0.1359,goodhart_baseline,0.6064,0.6517,0.2687,575.42,0.6496,0.1018,0.1985,0.6166,0.451,0.9652,0.4397,0.3556,0.3341,0.1501,0.4735099337748346,0.4960220318237454,0.06590683845391465,0.4307169189138853,0.506298449612403,0.644316497034781,0.5298198799199466,0.4848386058535878,0.4208454210105236,escalation_prone,balanced
